Reported_date,Case
2020-06-07,190
2020-06-14,156
2020-06-21,137
2020-06-28,115
2020-07-05,118
2020-07-12,105
2020-07-19,122
2020-07-26,163
2020-08-02,129
2020-08-09,113
2020-08-16,100
2020-08-23,109
2020-08-30,156
2020-09-06,177
2020-09-13,216
2020-09-20,411
2020-09-27,532
2020-10-04,661
2020-10-11,764
2020-10-18,770
2020-10-25,900
2020-11-01,944
2020-11-08,1194
2020-11-15,1498
2020-11-22,1366
2020-11-29,1
